date,campaign_id,platform,ad_type,campaign_objective,target_region,target_age_group,target_gender,impressions,clicks,ctr_percent,spend_usd,cpc_usd,cpm_usd,conversions,conversion_rate_percent,roi,likes,shares,comments,engagement_rate_percent,Year,Month,Day,Quarter,Day_of_Week,Total_Engagement,Cost_Per_Conversion,High_ROI,High_Engagement
2023-11-30,CMP1334,TikTok,Banner,Lead Generation,Asia,55+,Male,18215,552,3.035,226.32,0.41,12.42,12,2.25,2.16,605,103,61,4.222,2023,11,30,4,Thursday,769,18.86,1,0
2023-07-06,CMP1187,TikTok,Image,Lead Generation,South America,13-17,Other,15992,274,1.716,506.9,1.85,31.7,3,1.38,-0.25,916,81,118,6.972,2023,7,6,3,Thursday,1115,168.96666666666667,0,1
2024-04-30,CMP1485,LinkedIn,Carousel,Lead Generation,Africa,13-17,Female,10875,148,1.366,71.04,0.48,6.53,1,0.72,-0.05,626,35,54,6.575,2024,4,30,2,Tuesday,715,71.04,0,1
2024-02-22,CMP1420,Facebook,Carousel,Sales Conversion,Asia,55+,Male,5600,158,2.828,229.1,1.45,40.91,2,1.54,1.91,305,73,28,7.25,2024,2,22,1,Thursday,406,114.55,1,1
2024-11-11,CMP1684,Google Ads,Video,Engagement,Asia,45-54,Other,3919,52,1.335,84.76,1.63,21.63,3,7.04,2.06,149,14,11,4.44,2024,11,11,4,Monday,174,28.253333333333334,1,1
2024-04-10,CMP1465,Instagram,Search,Engagement,Oceania,18-24,Other,11709,443,3.784,544.89,1.23,46.54,31,7.21,2.36,419,43,19,4.108,2024,4,10,2,Wednesday,481,17.57709677419355,1,0
2024-12-21,CMP1722,Instagram,Banner,Lead Generation,Oceania,35-44,Male,23103,659,2.854,902.83,1.37,39.08,26,4.04,0.22,1088,133,131,5.852,2024,12,21,4,Saturday,1352,34.72423076923077,0,1
2023-02-24,CMP1055,Facebook,Search,App Installs,Oceania,45-54,Male,14301,257,1.801,526.85,2.05,36.84,8,3.25,0.75,750,164,54,6.769,2023,2,24,1,Friday,968,65.85625,0,1
2023-09-08,CMP1254,TikTok,Carousel,App Installs,Africa,25-34,Female,10767,191,1.777,284.59,1.49,26.43,3,1.95,0.46,516,101,67,6.353,2023,9,8,3,Friday,684,94.86333333333333,0,1
2024-08-01,CMP1578,Facebook,Carousel,Engagement,Asia,18-24,Other,7152,160,2.243,392.0,2.45,54.81,9,6.15,1.34,424,85,18,7.369,2024,8,1,3,Thursday,527,43.55555555555556,0,1
2023-10-24,CMP1299,Twitter/X,Story,Brand Awareness,Asia,55+,Male,6837,59,0.875,80.83,1.37,11.82,2,4.37,0.06,237,18,19,4.008,2023,10,24,4,Tuesday,274,40.415,0,0
2023-01-20,CMP1023,YouTube,Story,App Installs,Asia,35-44,Other,11189,319,2.852,156.31,0.49,13.97,15,4.97,1.34,629,40,51,6.435,2023,1,20,1,Friday,720,10.420666666666667,0,1
2024-03-04,CMP1431,LinkedIn,Search,Brand Awareness,Europe,55+,Other,10326,126,1.229,65.52,0.52,6.35,5,4.64,2.88,170,38,6,2.072,2024,3,4,1,Monday,214,13.104,1,0
2023-09-15,CMP1258,TikTok,Banner,Sales Conversion,South America,13-17,Other,10807,389,3.607,906.37,2.33,83.87,25,6.5,0.56,340,23,47,3.794,2023,9,15,3,Friday,410,36.2548,0,0
2024-02-17,CMP1413,TikTok,Video,Engagement,Europe,45-54,Female,5159,60,1.178,115.8,1.93,22.45,3,5.93,0.25,161,22,14,3.819,2024,2,17,1,Saturday,197,38.6,0,0
2023-10-22,CMP1296,YouTube,Video,Sales Conversion,Asia,55+,Male,14086,276,1.964,601.68,2.18,42.71,19,7.05,1.01,147,12,20,1.271,2023,10,22,4,Sunday,179,31.66736842105263,0,0
2024-01-16,CMP1383,Facebook,Search,Engagement,Africa,25-34,Female,12071,548,4.546,679.52,1.24,56.29,27,4.95,2.93,497,37,69,4.995,2024,1,16,1,Tuesday,603,25.167407407407406,1,1
2024-08-20,CMP1598,Facebook,Banner,Engagement,Asia,55+,Female,3988,47,1.197,82.72,1.76,20.74,1,3.52,1.27,196,34,19,6.244,2024,8,20,3,Tuesday,249,82.72,0,1
2023-12-15,CMP1348,Twitter/X,Carousel,Engagement,South America,18-24,Male,4356,64,1.473,156.16,2.44,35.85,0,0.69,0.2,135,20,17,3.949,2023,12,15,4,Friday,172,0.0,0,0
2024-07-24,CMP1573,TikTok,Banner,Brand Awareness,Asia,25-34,Other,34527,935,2.71,1103.3,1.18,31.95,72,7.75,-0.04,699,71,44,2.358,2024,7,24,3,Wednesday,814,15.323611111111111,0,0
2024-02-28,CMP1425,LinkedIn,Banner,Engagement,Oceania,18-24,Other,20294,366,1.808,808.86,2.21,39.86,20,5.47,0.33,232,26,10,1.321,2024,2,28,1,Wednesday,268,40.443,0,0
2024-03-06,CMP1432,Facebook,Search,Sales Conversion,Africa,25-34,Female,3204,39,1.231,72.54,1.86,22.64,0,0.51,1.16,110,22,10,4.432,2024,3,6,1,Wednesday,142,0.0,0,1
2023-10-03,CMP1275,YouTube,Story,Brand Awareness,Europe,13-17,Other,8359,116,1.397,233.16,2.01,27.89,3,2.67,0.51,499,39,20,6.675,2023,10,3,4,Tuesday,558,77.72,0,1
2023-03-17,CMP1079,TikTok,Image,Sales Conversion,South America,55+,Male,8244,141,1.711,203.04,1.44,24.63,8,5.91,2.98,136,8,15,1.929,2023,3,17,1,Friday,159,25.38,1,0
2023-02-14,CMP1045,LinkedIn,Video,Sales Conversion,Europe,35-44,Male,13569,276,2.037,143.52,0.52,10.58,21,7.76,2.72,248,18,9,2.027,2023,2,14,1,Tuesday,275,6.8342857142857145,1,0
2024-11-24,CMP1693,LinkedIn,Banner,Lead Generation,South America,18-24,Male,8963,348,3.89,375.84,1.08,41.93,11,3.25,1.36,422,57,17,5.534,2024,11,24,4,Sunday,496,34.167272727272724,1,1
2023-11-16,CMP1321,Facebook,Search,Engagement,Oceania,45-54,Female,14581,354,2.433,661.98,1.87,45.4,23,6.72,2.69,522,69,67,4.513,2023,11,16,4,Thursday,658,28.781739130434783,1,1
2024-08-12,CMP1593,TikTok,Video,App Installs,Oceania,13-17,Male,25936,118,0.458,274.94,2.33,10.6,5,5.07,-0.0,874,207,105,4.573,2024,8,12,3,Monday,1186,54.988,0,1
2023-02-23,CMP1057,YouTube,Carousel,Engagement,Oceania,18-24,Female,15309,122,0.801,296.46,2.43,19.37,6,5.7,-0.07,298,60,39,2.593,2023,2,23,1,Thursday,397,49.41,0,0
2024-11-17,CMP1689,Twitter/X,Banner,Sales Conversion,Asia,25-34,Male,13256,157,1.191,292.02,1.86,27.67,9,5.78,0.49,570,138,59,5.786,2024,11,17,4,Sunday,767,32.446666666666665,0,1
2023-05-26,CMP1149,TikTok,Search,Sales Conversion,North America,13-17,Other,13254,426,3.218,183.18,0.43,13.82,26,6.23,0.25,300,61,35,2.988,2023,5,26,2,Friday,396,7.045384615384616,0,0
2024-12-07,CMP1707,Facebook,Search,Lead Generation,Oceania,18-24,Male,10835,342,3.162,550.62,1.61,50.82,8,2.47,0.82,146,23,8,1.634,2024,12,7,4,Saturday,177,68.8275,0,0
2024-01-28,CMP1394,LinkedIn,Video,App Installs,Europe,35-44,Male,11228,409,3.65,662.58,1.62,59.01,6,1.49,2.07,551,136,79,6.822,2024,1,28,1,Sunday,766,110.43,1,1
2023-06-07,CMP1159,TikTok,Banner,Sales Conversion,South America,55+,Male,3124,17,0.555,18.53,1.09,5.93,0,1.76,0.34,92,22,11,4.001,2023,6,7,2,Wednesday,125,0.0,0,0
2023-01-10,CMP1009,Facebook,Video,Brand Awareness,South America,35-44,Other,11219,362,3.235,267.88,0.74,23.88,11,3.19,0.95,451,54,42,4.876,2023,1,10,1,Tuesday,547,24.35272727272727,0,1
2024-08-24,CMP1605,LinkedIn,Story,Lead Generation,South America,13-17,Female,15659,114,0.731,206.34,1.81,13.18,1,1.11,0.99,675,168,38,5.626,2024,8,24,3,Saturday,881,206.34,0,1
2024-07-10,CMP1559,Google Ads,Carousel,App Installs,Africa,25-34,Other,8820,292,3.312,405.88,1.39,46.02,2,0.9,0.95,198,15,17,2.608,2024,7,10,3,Wednesday,230,202.94,0,0
2023-07-14,CMP1194,Twitter/X,Story,Sales Conversion,Africa,45-54,Male,9336,371,3.975,422.94,1.14,45.3,9,2.67,1.05,291,53,41,4.124,2023,7,14,3,Friday,385,46.99333333333333,0,0
2023-07-08,CMP1190,LinkedIn,Video,Lead Generation,Europe,18-24,Male,18951,350,1.85,854.0,2.44,45.06,23,6.65,-0.06,615,108,32,3.984,2023,7,8,3,Saturday,755,37.130434782608695,0,0
2024-10-14,CMP1653,TikTok,Search,App Installs,Asia,18-24,Other,16113,423,2.631,80.37,0.19,4.99,31,7.52,1.12,860,109,121,6.765,2024,10,14,4,Monday,1090,2.5925806451612905,0,1
2023-02-07,CMP1039,Twitter/X,Video,Sales Conversion,Oceania,18-24,Male,16204,479,2.962,167.65,0.35,10.35,30,6.28,1.78,962,114,35,6.856,2023,2,7,1,Tuesday,1111,5.588333333333334,1,1
2023-02-02,CMP1034,YouTube,Search,Brand Awareness,Asia,55+,Female,12067,241,1.998,436.21,1.81,36.15,10,4.52,1.8,239,22,8,2.229,2023,2,2,1,Thursday,269,43.620999999999995,1,0
2024-10-13,CMP1653,Facebook,Video,Brand Awareness,Africa,25-34,Male,3364,58,1.733,128.76,2.22,38.28,3,6.81,2.21,74,12,4,2.675,2024,10,13,4,Sunday,90,42.919999999999995,1,0
2024-04-17,CMP1475,LinkedIn,Story,Sales Conversion,Europe,13-17,Other,18485,521,2.823,93.78,0.18,5.07,21,4.21,0.54,889,75,120,5.864,2024,4,17,2,Wednesday,1084,4.465714285714286,0,1
2023-11-03,CMP1310,Instagram,Carousel,Sales Conversion,Europe,35-44,Male,5273,41,0.795,74.62,1.82,14.15,1,3.37,0.36,267,39,26,6.296,2023,11,3,4,Friday,332,74.62,0,1
2024-06-16,CMP1534,YouTube,Video,Lead Generation,Oceania,13-17,Female,18664,443,2.378,407.56,0.92,21.84,9,2.13,2.71,804,197,78,5.781,2024,6,16,2,Sunday,1079,45.284444444444446,1,1
2024-06-29,CMP1549,YouTube,Search,Lead Generation,Asia,18-24,Female,2241,15,0.691,24.15,1.61,10.78,0,2.23,0.61,112,19,13,6.426,2024,6,29,2,Saturday,144,0.0,0,1
2023-10-30,CMP1305,Twitter/X,Story,Brand Awareness,Africa,35-44,Male,4687,60,1.298,48.6,0.81,10.37,3,6.51,2.81,143,9,5,3.35,2023,10,30,4,Monday,157,16.2,1,0
2023-10-22,CMP1297,Facebook,Carousel,Engagement,Oceania,35-44,Male,6543,85,1.301,83.3,0.98,12.73,3,3.98,2.37,318,74,42,6.633,2023,10,22,4,Sunday,434,27.766666666666666,1,1
2023-10-13,CMP1285,LinkedIn,Image,App Installs,South America,55+,Male,7332,151,2.073,305.02,2.02,41.6,11,7.95,1.45,284,67,22,5.087,2023,10,13,4,Friday,373,27.729090909090907,1,1
2023-01-24,CMP1023,TikTok,Image,Sales Conversion,South America,13-17,Other,10243,83,0.819,72.21,0.87,7.05,5,6.67,-0.11,316,44,36,3.866,2023,1,24,1,Tuesday,396,14.441999999999998,0,0
2023-01-02,CMP1002,YouTube,Image,Engagement,Oceania,13-17,Other,6927,58,0.84,44.66,0.77,6.45,1,2.33,2.91,205,46,21,3.927,2023,1,2,1,Monday,272,44.66,1,0
2023-06-28,CMP1181,TikTok,Image,Lead Generation,South America,45-54,Female,10879,365,3.356,354.05,0.97,32.54,2,0.63,-0.06,169,35,11,1.976,2023,6,28,2,Wednesday,215,177.025,0,0
2023-01-19,CMP1020,Facebook,Image,Engagement,Africa,55+,Other,13447,184,1.371,338.56,1.84,25.18,8,4.72,1.11,353,76,16,3.309,2023,1,19,1,Thursday,445,42.32,0,0
2023-01-04,CMP1004,Facebook,Video,Sales Conversion,Asia,13-17,Male,2355,80,3.423,16.8,0.21,7.13,2,3.32,2.37,139,11,14,6.964,2023,1,4,1,Wednesday,164,8.4,1,1
2023-11-07,CMP1310,Google Ads,Carousel,Engagement,Oceania,45-54,Other,3927,36,0.921,10.8,0.3,2.75,0,1.18,1.79,163,14,21,5.042,2023,11,7,4,Tuesday,198,0.0,1,1
2023-02-09,CMP1040,Twitter/X,Banner,App Installs,Europe,45-54,Other,12311,490,3.981,284.2,0.58,23.09,32,6.66,1.12,239,25,14,2.258,2023,2,9,1,Thursday,278,8.88125,0,0
2023-02-23,CMP1054,Instagram,Story,Lead Generation,Europe,35-44,Male,7764,158,2.039,271.76,1.72,35.0,3,2.12,1.65,432,90,60,7.496,2023,2,23,1,Thursday,582,90.58666666666666,1,1
2023-12-29,CMP1364,Google Ads,Video,Lead Generation,Oceania,35-44,Other,18952,728,3.845,1244.88,1.71,65.69,20,2.79,-0.1,345,44,24,2.179,2023,12,29,4,Friday,413,62.24400000000001,0,0
2023-06-28,CMP1180,LinkedIn,Carousel,App Installs,Oceania,35-44,Male,2548,78,3.077,108.42,1.39,42.55,3,5.08,1.4,137,13,8,6.201,2023,6,28,2,Wednesday,158,36.14,1,1
2023-10-12,CMP1285,YouTube,Carousel,Engagement,Europe,45-54,Other,17346,760,4.383,1246.4,1.64,71.86,16,2.16,2.15,218,20,6,1.407,2023,10,12,4,Thursday,244,77.9,1,0
2023-01-25,CMP1026,LinkedIn,Image,Engagement,Europe,35-44,Male,8026,66,0.823,97.68,1.48,12.17,1,2.72,2.8,408,100,24,6.628,2023,1,25,1,Wednesday,532,97.68,1,1
2024-08-29,CMP1609,Twitter/X,Story,Lead Generation,Oceania,25-34,Female,10692,427,3.996,973.56,2.28,91.05,23,5.41,1.39,527,97,62,6.416,2024,8,29,3,Thursday,686,42.32869565217391,1,1
2023-09-04,CMP1248,Twitter/X,Search,Engagement,Asia,18-24,Female,13087,72,0.555,47.52,0.66,3.63,0,1.27,2.84,305,15,43,2.774,2023,9,4,3,Monday,363,0.0,1,0
2024-05-10,CMP1497,Google Ads,Video,App Installs,Europe,25-34,Male,10198,392,3.853,521.36,1.33,51.12,4,1.27,1.63,544,32,69,6.325,2024,5,10,2,Friday,645,130.34,1,1
2024-11-04,CMP1677,LinkedIn,Image,Lead Generation,Africa,13-17,Female,7318,102,1.395,132.6,1.3,18.12,7,7.79,2.38,347,67,35,6.136,2024,11,4,4,Monday,449,18.942857142857143,1,1
2024-09-23,CMP1634,Twitter/X,Story,Engagement,Asia,13-17,Male,11723,426,3.636,1043.7,2.45,89.03,30,7.19,1.77,431,54,43,4.504,2024,9,23,3,Monday,528,34.79,1,1
2023-01-01,CMP1002,TikTok,Story,Lead Generation,North America,35-44,Male,6897,175,2.547,82.25,0.47,11.93,5,3.06,0.07,387,87,23,7.206,2023,1,1,1,Sunday,497,16.45,0,1
2024-09-02,CMP1613,Twitter/X,Video,Sales Conversion,Europe,35-44,Male,10283,167,1.631,315.63,1.89,30.69,13,7.8,2.66,133,15,13,1.566,2024,9,2,3,Monday,161,24.279230769230768,1,0
2024-11-21,CMP1693,Twitter/X,Banner,App Installs,Asia,13-17,Female,2307,48,2.103,38.4,0.8,16.64,1,3.07,2.3,42,6,4,2.254,2024,11,21,4,Thursday,52,38.4,1,0
2023-05-11,CMP1130,Google Ads,Banner,Lead Generation,South America,45-54,Other,14595,394,2.702,551.6,1.4,37.79,4,1.15,0.46,705,128,35,5.947,2023,5,11,2,Thursday,868,137.9,0,1
2023-12-11,CMP1345,Google Ads,Carousel,Brand Awareness,North America,13-17,Other,15782,444,2.815,404.04,0.91,25.6,25,5.78,1.1,867,147,82,6.945,2023,12,11,4,Monday,1096,16.1616,0,1
2024-08-22,CMP1599,TikTok,Carousel,Lead Generation,South America,35-44,Female,19411,331,1.706,274.73,0.83,14.15,5,1.78,0.43,949,196,111,6.471,2024,8,22,3,Thursday,1256,54.946000000000005,0,1
2023-04-01,CMP1092,Instagram,Carousel,Lead Generation,North America,35-44,Male,17875,610,3.413,707.6,1.16,39.59,8,1.42,1.12,566,84,77,4.067,2023,4,1,2,Saturday,727,88.45,0,0
2024-08-17,CMP1596,Google Ads,Story,App Installs,South America,55+,Female,2031,96,4.769,149.76,1.56,73.74,4,4.88,1.96,78,12,7,4.776,2024,8,17,3,Saturday,97,37.44,1,1
2023-05-19,CMP1138,Twitter/X,Banner,Brand Awareness,Africa,13-17,Other,7583,368,4.854,165.6,0.45,21.84,10,2.83,0.5,292,61,35,5.117,2023,5,19,2,Friday,388,16.56,0,1
2023-10-25,CMP1298,YouTube,Story,Engagement,South America,55+,Male,8492,274,3.238,468.54,1.71,55.17,11,4.09,0.05,493,32,24,6.465,2023,10,25,4,Wednesday,549,42.594545454545454,0,1
2024-01-25,CMP1390,Twitter/X,Video,Engagement,North America,45-54,Other,16780,192,1.15,240.0,1.25,14.3,4,2.14,2.81,560,66,31,3.915,2024,1,25,1,Thursday,657,60.0,1,0
2023-11-22,CMP1325,Google Ads,Banner,Engagement,South America,25-34,Male,10793,228,2.113,392.16,1.72,36.33,17,7.7,2.55,587,103,76,7.097,2023,11,22,4,Wednesday,766,23.06823529411765,1,1
2024-12-09,CMP1712,Twitter/X,Video,Brand Awareness,Europe,25-34,Other,6445,67,1.052,142.04,2.12,22.04,2,3.61,0.3,166,38,22,3.507,2024,12,9,4,Monday,226,71.02,0,0
2023-05-15,CMP1136,Twitter/X,Story,Engagement,North America,45-54,Female,15606,246,1.578,440.34,1.79,28.22,5,2.28,0.76,875,199,68,7.318,2023,5,15,2,Monday,1142,88.068,0,1
2024-08-06,CMP1583,Instagram,Video,Sales Conversion,North America,13-17,Other,9056,329,3.641,549.43,1.67,60.67,25,7.78,0.6,430,56,16,5.543,2024,8,6,3,Tuesday,502,21.977199999999996,0,1
2024-07-24,CMP1572,LinkedIn,Search,Lead Generation,Oceania,45-54,Other,22316,843,3.778,236.04,0.28,10.58,65,7.78,0.9,439,102,23,2.527,2024,7,24,3,Wednesday,564,3.6313846153846154,0,0
2024-01-26,CMP1394,Instagram,Banner,Sales Conversion,Europe,18-24,Other,19908,586,2.947,451.22,0.77,22.67,46,7.98,1.13,556,124,18,3.506,2024,1,26,1,Friday,698,9.80913043478261,0,0
2024-01-09,CMP1375,TikTok,Carousel,App Installs,North America,13-17,Female,16739,339,2.026,155.94,0.46,9.32,21,6.22,1.08,789,66,89,5.64,2024,1,9,1,Tuesday,944,7.425714285714285,0,1
2023-08-17,CMP1232,Twitter/X,Image,Engagement,Asia,35-44,Female,14506,406,2.8,763.28,1.88,52.62,7,1.9,0.04,219,23,10,1.737,2023,8,17,3,Thursday,252,109.03999999999999,0,0
2024-05-02,CMP1489,Google Ads,Video,Lead Generation,Europe,55+,Other,20191,671,3.328,140.91,0.21,6.98,17,2.65,1.34,549,50,22,3.076,2024,5,2,2,Thursday,621,8.288823529411765,0,0
2024-09-14,CMP1623,LinkedIn,Video,Sales Conversion,Oceania,55+,Female,16629,740,4.452,1361.6,1.84,81.88,48,6.53,2.0,431,104,16,3.313,2024,9,14,3,Saturday,551,28.366666666666664,1,0
2024-11-18,CMP1687,TikTok,Banner,Brand Awareness,Asia,35-44,Male,25623,160,0.625,41.6,0.26,1.62,12,7.86,1.89,912,66,56,4.035,2024,11,18,4,Monday,1034,3.466666666666667,1,0
2024-09-22,CMP1631,Google Ads,Story,Sales Conversion,Oceania,35-44,Male,4133,81,1.961,128.79,1.59,31.16,3,4.51,0.68,238,26,18,6.823,2024,9,22,3,Sunday,282,42.93,0,1
2024-09-13,CMP1621,TikTok,Search,App Installs,North America,18-24,Other,4855,151,3.128,203.85,1.35,41.99,1,0.7,1.92,280,26,22,6.756,2024,9,13,3,Friday,328,203.85,1,1
2023-10-14,CMP1288,Facebook,Story,Sales Conversion,Africa,45-54,Female,7365,306,4.161,333.54,1.09,45.29,6,2.0,2.53,97,22,5,1.684,2023,10,14,4,Saturday,124,55.59,1,0
2024-12-22,CMP1725,Google Ads,Story,Engagement,Africa,45-54,Male,12806,134,1.049,198.32,1.48,15.49,3,2.47,0.62,242,15,14,2.116,2024,12,22,4,Sunday,271,66.10666666666667,0,0
2023-10-17,CMP1289,Instagram,Carousel,App Installs,Oceania,55+,Female,3463,81,2.352,63.18,0.78,18.24,4,5.54,1.92,147,35,14,5.66,2023,10,17,4,Tuesday,196,15.795,1,1
2023-06-17,CMP1167,Google Ads,Carousel,Engagement,Europe,45-54,Other,20307,138,0.682,75.9,0.55,3.74,4,3.44,2.41,412,91,36,2.654,2023,6,17,2,Saturday,539,18.975,1,0
2024-06-07,CMP1524,Facebook,Image,Lead Generation,Oceania,35-44,Male,3469,85,2.476,178.5,2.1,51.46,6,7.91,1.33,89,19,8,3.344,2024,6,7,2,Friday,116,29.75,0,0
2024-04-20,CMP1477,Instagram,Video,Brand Awareness,Oceania,25-34,Male,26170,274,1.048,517.86,1.89,19.79,16,6.14,0.99,872,193,47,4.249,2024,4,20,2,Saturday,1112,32.36625,0,0
2023-06-30,CMP1180,Google Ads,Carousel,Sales Conversion,Europe,55+,Other,2685,17,0.638,20.4,1.2,7.6,1,7.79,2.4,49,9,4,2.309,2023,6,30,2,Friday,62,20.4,1,0
2023-07-12,CMP1196,Facebook,Search,Engagement,Africa,45-54,Male,10414,207,1.989,186.3,0.9,17.89,7,3.48,1.93,301,27,40,3.534,2023,7,12,3,Wednesday,368,26.614285714285717,1,0
2023-12-04,CMP1338,Facebook,Story,Brand Awareness,North America,45-54,Female,2505,42,1.706,85.68,2.04,34.2,3,7.88,0.09,123,9,5,5.469,2023,12,4,4,Monday,137,28.560000000000002,0,1
2023-06-03,CMP1154,LinkedIn,Video,Sales Conversion,Africa,25-34,Other,20363,738,3.629,147.6,0.2,7.25,39,5.35,1.34,316,45,44,1.989,2023,6,3,2,Saturday,405,3.7846153846153845,0,0
2023-03-21,CMP1081,Twitter/X,Video,Brand Awareness,Africa,13-17,Male,5816,181,3.121,333.04,1.84,57.26,9,5.32,1.56,268,35,11,5.399,2023,3,21,1,Tuesday,314,37.004444444444445,1,1
2023-04-11,CMP1104,YouTube,Story,Brand Awareness,Asia,13-17,Other,5695,119,2.098,249.9,2.1,43.88,3,2.93,1.08,251,30,26,5.391,2023,4,11,2,Tuesday,307,83.3,0,1
2024-06-28,CMP1545,TikTok,Story,Brand Awareness,North America,18-24,Male,11795,251,2.133,67.77,0.27,5.75,14,5.74,1.36,407,93,52,4.68,2024,6,28,2,Friday,552,4.840714285714285,1,1
2023-04-09,CMP1101,LinkedIn,Story,Engagement,South America,18-24,Other,14177,308,2.173,486.64,1.58,27.67,1,0.55,2.97,399,87,37,3.689,2023,4,9,2,Sunday,523,486.64,1,0
2023-10-05,CMP1280,YouTube,Video,App Installs,Asia,35-44,Other,24250,741,3.059,259.35,0.35,10.69,15,2.1,1.6,846,45,34,3.814,2023,10,5,4,Thursday,925,17.290000000000003,1,0
2024-05-21,CMP1506,Facebook,Search,App Installs,Oceania,55+,Other,17174,572,3.332,703.56,1.23,40.97,10,1.91,2.59,843,169,46,6.16,2024,5,21,2,Tuesday,1058,70.356,1,1
2024-04-13,CMP1468,Facebook,Search,Brand Awareness,Oceania,13-17,Other,10094,92,0.92,206.08,2.24,20.42,2,2.5,0.44,496,39,66,5.954,2024,4,13,2,Saturday,601,103.04,0,1
2023-03-10,CMP1070,YouTube,Banner,Lead Generation,Africa,45-54,Female,11525,450,3.913,85.5,0.19,7.42,16,3.7,1.7,436,78,21,4.642,2023,3,10,1,Friday,535,5.34375,1,1
2024-12-12,CMP1712,Twitter/X,Banner,Engagement,North America,18-24,Male,2081,24,1.187,37.68,1.57,18.11,1,6.26,1.09,21,4,2,1.297,2024,12,12,4,Thursday,27,37.68,0,0
2023-02-25,CMP1056,LinkedIn,Story,Engagement,North America,13-17,Male,8698,363,4.183,863.94,2.38,99.33,15,4.29,2.63,242,30,19,3.346,2023,2,25,1,Saturday,291,57.596000000000004,1,0
2023-07-14,CMP1195,YouTube,Banner,Sales Conversion,Oceania,25-34,Female,13989,179,1.285,270.29,1.51,19.32,9,5.36,0.83,678,51,66,5.683,2023,7,14,3,Friday,795,30.032222222222224,0,1
2024-07-29,CMP1579,Instagram,Story,Sales Conversion,South America,45-54,Other,10855,435,4.009,391.5,0.9,36.07,10,2.42,-0.01,336,56,29,3.878,2024,7,29,3,Monday,421,39.15,0,0
2023-03-12,CMP1074,TikTok,Banner,Brand Awareness,North America,35-44,Female,5005,189,3.796,359.1,1.9,71.75,3,2.04,0.92,208,11,24,4.855,2023,3,12,1,Sunday,243,119.7,0,1
2023-12-15,CMP1351,TikTok,Video,Lead Generation,Oceania,45-54,Female,11791,304,2.582,443.84,1.46,37.64,3,1.02,0.43,449,82,34,4.792,2023,12,15,4,Friday,565,147.94666666666666,0,1
2024-05-10,CMP1496,Facebook,Video,Brand Awareness,Oceania,45-54,Other,8430,287,3.411,453.46,1.58,53.79,5,1.92,0.0,233,42,10,3.381,2024,5,10,2,Friday,285,90.692,0,0
2024-11-13,CMP1684,Facebook,Image,Sales Conversion,Europe,25-34,Male,8915,286,3.217,408.98,1.43,45.88,18,6.37,1.59,282,54,41,4.229,2024,11,13,4,Wednesday,377,22.721111111111114,1,0
2024-06-12,CMP1532,TikTok,Carousel,Sales Conversion,Europe,55+,Other,34037,644,1.893,959.56,1.49,28.19,29,4.56,2.78,555,85,18,1.933,2024,6,12,2,Wednesday,658,33.08827586206896,1,0
2023-12-15,CMP1349,Instagram,Story,Brand Awareness,South America,35-44,Other,15597,419,2.689,263.97,0.63,16.92,30,7.21,1.58,574,76,54,4.514,2023,12,15,4,Friday,704,8.799000000000001,1,1
2024-05-04,CMP1489,TikTok,Image,Lead Generation,Asia,18-24,Other,22091,396,1.797,954.36,2.41,43.2,4,1.04,2.92,556,123,53,3.314,2024,5,4,2,Saturday,732,238.59,1,0
2023-04-30,CMP1123,Google Ads,Story,Sales Conversion,Asia,55+,Female,8888,264,2.98,66.0,0.25,7.43,5,2.16,1.2,235,45,21,3.387,2023,4,30,2,Sunday,301,13.2,0,0
2023-07-16,CMP1200,TikTok,Story,App Installs,North America,55+,Female,4756,33,0.712,29.04,0.88,6.11,1,3.83,2.4,106,11,13,2.733,2023,7,16,3,Sunday,130,29.04,1,0
2024-02-08,CMP1404,Google Ads,Image,Engagement,Asia,55+,Other,11006,250,2.275,420.0,1.68,38.16,19,7.71,1.78,520,67,17,5.488,2024,2,8,1,Thursday,604,22.105263157894736,1,1
2023-12-07,CMP1342,Facebook,Image,Sales Conversion,Asia,55+,Other,11753,537,4.573,794.76,1.48,67.62,28,5.23,2.47,491,35,55,4.943,2023,12,7,4,Thursday,581,28.384285714285713,1,1
2024-09-04,CMP1612,Instagram,Video,Brand Awareness,Oceania,55+,Other,5888,242,4.124,568.7,2.35,96.59,8,3.7,1.23,200,39,12,4.263,2024,9,4,3,Wednesday,251,71.0875,0,0
2024-07-19,CMP1567,Instagram,Banner,App Installs,Asia,45-54,Male,18429,457,2.481,566.68,1.24,30.75,12,2.81,0.98,361,73,45,2.599,2024,7,19,3,Friday,479,47.22333333333333,0,0
2024-01-05,CMP1373,Instagram,Search,Brand Awareness,Asia,55+,Male,9426,299,3.175,361.79,1.21,38.38,14,4.94,2.95,136,9,20,1.75,2024,1,5,1,Friday,165,25.842142857142857,1,0
2024-02-09,CMP1406,TikTok,Image,Brand Awareness,Europe,13-17,Other,13456,421,3.13,648.34,1.54,48.18,9,2.36,2.32,802,152,54,7.491,2024,2,9,1,Friday,1008,72.03777777777778,1,1
2024-04-05,CMP1462,LinkedIn,Video,Brand Awareness,Europe,55+,Other,5697,87,1.534,197.49,2.27,34.67,0,0.78,-0.01,321,33,21,6.582,2024,4,5,2,Friday,375,0.0,0,1
